image_filename,x1,x2,y1,y2,label
28944.png,484.95007363080003,513.3121612819,203.5332660423,268.5600026735,RedLeft
28944.png,900.7523506456,925.7240255979,106.62909548530001,166.3721803311,Red
28944.png,1141.9421690022,1155.8068493688002,230.85584241580003,268.80924986720004,Red
29360.png,464.4165461197,498.3952814303,194.9414083996,268.4242525464,GreenLeft
29360.png,937.9684923261999,958.5043769814,92.49533090540001,153.9740528483,Green
29360.png,1198.7430157752,1220.7195202642,228.2230475136,277.3247644391,Green
29360.png,714.5435729576,719.5639872685001,357.00667443239996,362.2680901439,Yellow
29360.png,678.75321605,684.3552100494001,343.9002406087,349.65410453059997,Yellow
29430.png,407.11800413199995,449.1950205189,120.61033275,221.0643548867,GreenLeft
29430.png,1045.0185964017,1076.6693741237,-6.8546528374,70.5562854466,Green
29500.png,696.7370980579,701.6943790644,340.3378023989,348.7651801099,Red
29500.png,736.9454895433,742.2095378816999,355.4489284622,361.67007649839996,Red
29570.png,720.4119995834,726.0428381961,328.671218433,338.953619378,Red
29570.png,767.0908356191001,773.2929187287,343.3603626401,351.52099831059996,Yellow
29638.png,818.6377581677001,827.284147766,320.1619231261,331.4551666831,Yellow
29638.png,877.927286842,885.5149348568,338.5134439062,348.218575088,Yellow
29638.png,858.8699383395,865.9282155625999,343.10132410119996,352.1006275607,Yellow
29708.png,633.3059565192,641.0853404845,352.33506566410006,367.4534911061,Red
29708.png,756.9031414005,765.6735385956,315.447762415,336.5688752762,Red
29708.png,803.810696482,811.4389008606,342.9594851384,359.2697580253,Red
29708.png,835.7691504177001,841.5479118999999,337.4480441179,355.54363852410006,Red
29778.png,610.5777303328,616.6394737878,319.6501490536,337.4074916454,off
29778.png,760.8057018357001,765.9128473595,305.26745429150003,317.01388899619997,Red
29778.png,817.3308844825999,821.7323020641,334.7106619351,344.61426649599997,Red
29778.png,863.5212465452,867.72810815,328.3792329515,338.9497560232,Red
29778.png,611.0510046923,616.5456486823999,345.9720017295,363.86852612660005,Red
29848.png,780.4727413255999,783.8410658917999,293.2186829187,304.08612040139997,Red
29848.png,597.9371648019,606.4911305098001,306.8710676054,329.74249041080003,off
29848.png,597.8961539911,606.5995625257,339.6175364312,361.82383109769995,Red
29848.png,846.091406402,850.1303605125,328.4073073619,340.07685811939996,Red
29848.png,915.1022603455,922.2023739675,315.80868064,334.6620322759,Red
29916.png,587.2899860598001,599.0416225312,293.8159950678,322.37333023689996,off
29916.png,589.1217152742,599.0416225312,335.3538383364,363.3742391225,RedLeft
29916.png,804.0461272478,809.1373548586,281.4695956527,294.80347657,Red
29916.png,881.578296228,885.9885032585,323.5013059425,333.6498640456,Red
29916.png,982.07651156,991.3016284002999,304.7345291582,329.5080288853,Red
29986.png,569.4708820828,586.0746556677,271.8702659961,309.0946307381,off
29986.png,571.1026031795,585.2367562783,323.6317158793,359.94639568360003,RedLeft
29986.png,826.5632779819999,835.0445799716999,265.2476008661,285.9972847936,Red
29986.png,917.8644276558999,924.2970179172,312.9100845039,328.18701602650003,Red
29986.png,1064.8470875016,1079.0828365073,287.320954778,315.7383407288,Red
30056.png,554.2561552906,573.6042748663,246.24103722450002,291.53322623130003,off
30056.png,553.3201812191,573.0268985220999,309.6094726083,357.61733123190004,RedLeft
30056.png,854.7807222133999,863.6566781717,248.24189892130002,269.7426649568,Red
30056.png,958.0630632993,966.0292728005,303.2048932118,322.11149584,Red
30124.png,534.3060224576,559.1445675817,304.4527572577,359.4864388971,RedLeft
30124.png,1252.6074863837,1268.2759394935001,252.6399392915,288.2178360519,Red
30124.png,984.4692048041001,994.8763780933999,301.0115886192,325.4017477136,Red
30124.png,872.9983648689,882.3199865978,241.5863460834,268.4865388247,Red
30124.png,537.7573011444,557.8673352026,231.96037486580002,282.5341238834,off
32854.png,514.1108092988,548.9495189762,301.9188191383,368.37043204160005,GreenLeft
32854.png,884.5364989102001,896.9893290989,241.12216068849997,271.3108399338,Green
32854.png,516.4487649926,548.0429678911,219.2076506436,282.9757665857,off
32924.png,481.4863096486,524.3434525058,282.6455110196,367.21693959099997,GreenLeft
32924.png,655.3985158862,673.4183178664,283.4120324336,318.0654977801,GreenLeft
32924.png,1039.4091668108001,1060.804515648,296.0388538293,327.201644527,Green
32924.png,907.7812598341001,924.9905621596,226.7365282479,257.4342026665,Green
32994.png,648.9419631,667.0008229515,249.2262060897,293.579692031,GreenLeft
32994.png,262.472006209,344.6045765368,157.00003792360002,346.08538511010005,GreenLeft
32994.png,981.9073426099001,999.6768414744,177.44961094919998,219.38119972369998,Green
32994.png,1153.0628039464,1170.8377740386,273.46115099959997,307.6847750874,Green
33062.png,913.6226074514,952.4909425983,167.775692436,242.4615774698,GreenLeft
33132.png,614.9509647028,647.3941208422,147.53227157610002,217.2075509052,Red
35634.png,615.7497178929,622.8851844574,277.7057802642,290.5204957269,Yellow
35702.png,634.0878943821,639.1374715976999,243.1861777096,256.5999331035,Red
35702.png,714.8722835296,722.5930288712,262.8694874955,289.7206676197,off
35772.png,666.2337709851,677.8372408545,213.06369545630002,237.8262705154,Red
35772.png,766.4079963557001,773.0431543405999,261.681940398,278.7034923991,Red
35842.png,421.88561381470004,430.7054895911,271.5280471153,294.2609663699,Red
35842.png,812.0450281212,829.7820120465,180.8148364768,223.99959319669998,Red
35842.png,955.1621930236,965.0799619864,260.5314955438,283.7920798048,Red
35912.png,227.19756341220003,237.7430179576,241.0400371907,276.3127644634,Red
35912.png,761.7064186992999,787.1244788999,125.1082878764,184.58654874599998,Red
35912.png,955.3920374283999,967.5927063247,234.91430794330003,267.9577862042,Red
36066.png,775.6643631878999,802.0446655636999,121.1300092901,182.8623635018,Green
36066.png,997.0178533435001,1004.6547434359,247.2910474145,277.9609828455,Green
36066.png,173.61709913689998,184.4626193434,249.3443839882,280.3044624242,GreenLeft
36066.png,992.7849868009,1005.4323151257,304.84563805060003,319.2553345081,off
36136.png,171.2465218488,185.37565144259997,222.8341620094,265.8970809271,GreenLeft
36136.png,1202.7951297728998,1216.3529501841,220.9371832941,258.8625050179,Green
36136.png,925.8850058025,956.558007608,65.67458497199999,142.2494012491,Green
36206.png,1024.2310669638,1058.4090033496,88.34341340719999,163.77027318860002,Green
37108.png,723.9258881091,729.6280574125999,283.9344174767,288.3969847577,Yellow
37178.png,707.6569947616999,711.5462119956,312.3321188163,320.556524341,Red
37178.png,753.8835279,759.8924572531,312.8945083422,323.52569104369996,Red
37248.png,746.3920351053999,750.4236435347,317.4721302899,326.1825998814,Red
37248.png,788.9857980247999,793.2650101969999,324.0871952931,334.3306380256,Red
37248.png,684.8207690016001,689.0358884325999,304.8190690654,314.00942242490004,Red
37248.png,690.5273624133,694.2603782286,315.1047833511,323.18464978099996,Red
37248.png,712.1720253675,715.5665006775,314.4517221266,321.5822344878,Red
37248.png,803.8202998757001,807.2574585444,337.4631433721,344.4446235677,Red
37248.png,797.7460102964999,800.7503156872,341.6975856422,348.1144178443,Red
37248.png,804.2848540038001,807.1868858066999,347.49451183980005,350.51152165720003,Red
37248.png,741.1337195867,744.8726231264999,307.023150698,315.6788614326,Red
37318.png,777.9420810374,784.2437254058999,327.700015996,340.6922951261,Red
37318.png,713.600550145,720.4774810166999,307.3855040635,320.81272489779997,Red
37318.png,715.8065668428999,722.0466088633999,321.8294306284,333.9628456682,Red
37318.png,643.0854078409,649.1226067433,305.4617475645,319.2951485502,Red
37318.png,648.2359968673001,654.8507828595,321.3729672861,333.6044002078,Red
37386.png,619.4114055446,625.5058261454,308.1374280983,323.0730504159,Red
37386.png,702.9667823156,708.607661562,312.7397408462,328.7078671541,Red
37386.png,793.3407474883,804.8436068660001,316.82924431509997,336.19392297580004,Red
37386.png,785.3896004655,794.4715741238,338.4467039681,351.4209520515,Red
37386.png,798.1043635872,811.5975815938001,345.7122828948,356.61065128480004,Red
37386.png,704.99724236,714.2960976864999,288.2029095966,310.0473053006,Red
37386.png,650.8353756548,658.6664077321,308.12440970169996,327.5753091834,Red
37386.png,611.9256953194999,619.575332745,282.95436842,303.972650315,Red
37386.png,786.4625648450999,793.192422665,357.6360281029,365.02939303190004,Red
37456.png,1029.1188264997,1039.5926180293,272.7053907941,297.2191742852,Red
37456.png,963.5554412911999,977.7017827546001,310.9888639496,333.4278883398,Red
37456.png,1012.9438090211,1024.6361167134,318.1858620734,329.8781697657,Yellow
37456.png,857.0597722657001,867.829003035,276.3749996685,296.06730736080004,Red
37456.png,878.2905414964999,893.6751568811,234.83653813,263.4519227454,Red
37456.png,793.1587678261,800.3909163572,270.9492041038,286.2211535146,Red
37456.png,751.5213107272999,760.5308929013,269.5244979277,287.1442304377,Red
37456.png,747.2136184196,759.2136184196,225.2980765916,244.06730736080002,Red
37456.png,1017.6377216344,1027.2481112448,282.1498423234,308.9030890766,Red
37456.png,994.5351070856,1004.2402382674001,283.3578037235,310.35571410200004,Red
37526.png,671.6410932801999,689.20206889,158.2890698668,200.24028937900002,RedLeft
37526.png,666.5373123677,673.9361562984,248.67723880000003,268.7928457364,Red
37526.png,867.6884405632001,887.2125431272999,175.9547936503,217.02146031700002,Red
37526.png,799.8864004664999,808.4230303978,256.4834798523,278.56447430599997,Red
37526.png,718.6478758234,726.0541850391,248.0609844681,267.1312765416,Red
37526.png,1151.4185583349001,1168.720123258,216.18006421959998,253.1489067403,Red
37596.png,602.0008518264,610.0838591406,254.4971675472,271.1122381374,RedLeft
37596.png,929.5952243457001,944.5319332064,322.9735175023,354.11275800870004,Red
37596.png,605.7521152951999,634.4106255780999,86.4706344944,149.5721865259,RedLeft
37596.png,903.1938565775,931.2167710346,118.4222193899,181.4802069938,Red
37596.png,663.6557131948,675.0538984273,253.2132578125,279.66942804810003,RedLeft
37596.png,764.0417426614999,776.0675436514,264.4452266234,291.11973891630004,Red
37664.png,304.491930305,313.6708592668,329.89812844560004,350.6364831686,Red
37664.png,610.325817088,620.7165739331,239.605736953,264.63175833959997,RedLeft
37664.png,680.766701731,691.9253840722,240.5538070302,266.3096249883,RedLeft
37664.png,794.2789023819,808.0817306936,252.82219441490003,285.18019295889997,Red
37664.png,982.9835447004,998.3739569859,318.37693596959997,354.1587484322,Red
37664.png,608.2468067433,647.8150729334,-0.3960326671,77.20880715140001,RedLeft
37664.png,1007.8173645141001,1043.5424037352,37.0906944334,120.62097086200001,Red
38590.png,614.4341700236,658.9118460746,0.4433732967,41.1333864564,GreenLeft
38590.png,294.7683772048,310.8249828855,335.6817041461,364.0674185061,RedLeft
38590.png,616.3307447331,630.6880614011,242.07274701580002,267.860097115,RedLeft
38590.png,693.1882163438,705.4688711450999,243.5131303412,270.983596429,RedLeft
38590.png,812.7601609616,827.0993261606,255.91069274150001,288.54908450849996,Red
38590.png,1011.4378876586001,1027.5480697241999,325.9888336303,359.7373329618,Red
38590.png,1074.6661181282,1114.2678358522999,-0.0039178982000000005,90.897638941,Red
38660.png,790.7977595061999,809.1191200853,321.5994246912,348.4485945475,RedLeft
38660.png,1150.7296930816,1166.8808030624,207.6061960936,246.7096648629,RedLeft
38660.png,1238.2687180162,1253.001302017,207.0235314356,233.34993688880002,RedLeft
38660.png,138.9056087551,173.2147742818,197.8983889252,274.48036420430003,GreenLeft
23994.png,1247.3526054383,1258.1634162492,284.1126770182,308.9775418831,Yellow
25082.png,908.7991179856,918.0068239674,267.7328897193,277.9880279989,RedLeft
25150.png,703.2273718908999,725.2595827253999,285.4431219583,323.7213064386,Red
25150.png,575.2625109831,594.8466983916001,293.23228740490003,332.6232098061,RedLeft
25150.png,83.16479470739999,100.9136972535,322.2286642844,380.94683812110003,RedLeft
25220.png,534.5877732412,561.3195758792,278.96868195400003,326.12061160720003,RedLeft
25220.png,689.4094635197,711.685965718,274.5133815144,319.8089359843,Red
25290.png,554.4857781188,576.9838305727,266.4970340659,316.4269224066,GreenLeft
25290.png,724.405279547,749.8636020607,262.74735865689996,313.2693010095,GreenRight
25290.png,958.5136279132,983.5772477522,168.0298190909,210.6577079509,GreenRight
25360.png,806.958550557,846.5713577052001,218.00650405599998,286.48007069790003,GreenLeft
25360.png,1048.5966741609,1086.5117895741,215.17701783119998,283.084687228,GreenRight
25360.png,280.0545391234,303.3007157391,231.04878830240003,296.2880581594,off
25428.png,631.2027666916999,693.9894497989999,42.527913769499996,163.4157066178,GreenLeft
25498.png,703.1248534153,707.8881551889,278.2313384088,287.8592888022,Red
25568.png,672.4423026212,679.6379287047,289.689202795,302.3575585758,Green
25568.png,718.0483834319999,727.3722932866,307.2222071956,321.7148062088,Green
25568.png,559.3301952215,565.5401260826001,315.4254838301,325.07476101419996,Red
25638.png,566.1462221025,571.895087458,297.05339961970003,311.23393416330003,Red
25638.png,612.9036603274,620.9520718251,298.9696880716,315.066511067,Green
25638.png,479.74642544589994,487.42084405059995,328.5829634634,340.4434285797,Red
25638.png,667.8655578726999,675.3014553086,326.83833579139997,337.1802161332,Green
25706.png,678.4620762433,682.3802048982,293.2971281105,303.9404029643,off
25706.png,455.71223001519996,461.6453766747,298.5327070848,311.10034251220003,Red
25706.png,558.1794734299,563.1425111292,260.4538104124,272.581817232,RedLeft
25706.png,616.8274595391,621.6574624751,262.3770857289,275.9754306832,Green
25706.png,684.7235334836,689.0394306436999,297.358371217,301.90279023610003,Green
25776.png,692.1099730186,697.8364687451,282.6747902652,288.4867560772,Green
25776.png,527.5180417146,533.8021704237,236.8540060623,254.13255491310002,RedLeft
25776.png,601.9599446054,607.8735989951,240.139720348,257.61421830529997,Green
25776.png,681.9994908658,687.5800584886999,279.170516761,297.133285486,Green
25776.png,395.8062093553,402.1712489558,287.52724046919997,305.0697701603,Red
25846.png,585.9427560871,596.4625700621,203.4547436487,229.9332912955,Green
25846.png,480.95819562559996,492.48751091879996,200.02840244200002,228.0726828848,Red
25846.png,696.8991550352,709.6748827925002,254.24734463139998,285.7192593506,Green
25846.png,717.4400125485,733.0113285453,233.32318305009997,270.0555182222,Green
25846.png,298.7350943682,313.9613465271,266.7372250611,296.1396430231,Red
25914.png,392.2565754017,412.9312217564,128.7895285551,173.4467646813,RedLeft
25914.png,561.7886755105001,582.4633218652,133.7514436802,180.0626515148,Green
25914.png,746.2065209947,765.2271956410001,228.0278310578,271.0310954756,Green
25914.png,830.559078122,858.6765971644,142.84828807629998,213.14208568240002,Green
25914.png,105.1708198303,122.2440929775,245.5698210503,285.6202094609,RedLeft
25984.png,976.4454095172999,1028.895599924,34.3149355941,151.9674422709,Green
26124.png,595.1959488683999,605.6942221787,267.8852408028,281.3830207732,Green
26192.png,559.8809012103,575.1317373307,223.73277974229998,249.659201147,off
26540.png,596.3923571034,599.1018992215,290.71151687180003,296.5247841638,off
26540.png,616.2768572676,618.1236408734,291.8960891691,295.0230865953,off
26610.png,593.0064069132,596.9063341896,294.6422222543,299.8608754598,off
26610.png,615.2741197087,617.7282519979,293.6097304622,299.4535574299,off
26610.png,648.8750877275,651.9725631039,305.5694270545,312.8829105822,Green
26818.png,656.2791444837001,660.1597853774,311.10005255650003,320.9956868355,Green
26818.png,650.6522151878,655.3089842603,311.8761807352,320.9956868355,Green
26818.png,602.40335421,607.0489070785,291.02854915759997,300.9819528113,Green
26818.png,570.3184207127999,575.3118707218,292.4515040806,302.08253040619996,off
26888.png,674.8430810609,679.800076821,309.7625548886,317.2881556689,Green
26888.png,668.6068605884,674.0435656157,313.491479886,320.446582538,Green
26888.png,610.8831418934,617.2387402476,285.0635665203,297.19698156009997,Green
26958.png,693.1922953263,697.7521847757001,300.9264044115,305.96977245849996,Green
26958.png,683.6563069848,687.7011864181,299.2840844184,310.0025052603,Green
26958.png,615.0223714512,619.4708374507,270.0354653156,281.6541354072,Green
26958.png,569.5569673441,574.938173004,266.9847536487,280.7248142954,Red
27026.png,701.8144362799001,708.8981927494,288.7427183152,296.8685799264,Green
27026.png,686.5785523087001,692.0814675853999,290.1344472943,303.6592508732,Green
27026.png,599.1219339452,605.3680186006,252.5608416284,267.8641442962,Green
27026.png,543.6323828641999,548.4297569331,250.63448156220002,266.1195005138,RedLeft
27096.png,310.0842787601,318.1082479426,280.6564727529,302.4513079648,RedLeft
27096.png,751.1781402093,763.338792538,246.1787257238,274.76819311270003,Green
27096.png,715.7501318811001,723.8458598096,271.3703091021,291.6094648879,Green
27096.png,594.8995854254,603.7062991796,221.8068965094,244.1171930289,Green
27096.png,517.7803540277,525.9920154545999,220.86716659220002,241.842834205,RedLeft
27166.png,857.7848749966,888.4791586366999,148.7474532993,219.6910842025,Green
27166.png,543.7032527105999,557.2926402612001,162.6319009321,198.2384408026,Green
27166.png,419.93505893959997,433.501392894,159.7861251306,195.3045581229,RedLeft
27166.png,72.035613947,85.4303582226,252.0964042666,287.19284065470003,RedLeft
27166.png,736.3709974576,748.1232755707001,244.884908152,276.25220169970004,Green
27234.png,444.8424813585,480.3847699158,-62.9895505533,10.3636832776,Green
27234.png,156.9971728917,190.2532861478,-61.2678015568,10.0320697431,Green
27234.png,911.4498305042999,944.1305218672001,109.58682217020001,191.21104353040002,Green
27582.png,596.4688586219,603.3188701772,277.4245029329,293.9347871945,Green
27582.png,628.2599378916001,635.4612320908,278.03924755959997,291.7392706703,Green
27582.png,679.521694493,689.7304988553,301.0140361113,318.0960948957,Green
27652.png,632.4249468586,641.6901857383,256.6513596416,274.4306018163,Green
27652.png,701.4553838549001,713.2240399169999,287.7024304818,307.9857912726,Green
27652.png,591.4173847104,601.4676359667,255.48703739439998,277.3965851331,GreenLeft
27652.png,432.1726575179,440.6792849111,296.2252636666,309.8806392189,Green
27722.png,735.8740663838,747.4002710296,267.3108775365,294.0108199439,Green
27722.png,725.6992452521,735.4927139193,271.6768807615,299.3132443979,Green
27722.png,631.7155559872,639.9659227353,231.3614064373,251.8758318652,Green
27722.png,575.3694357782,583.9636507527,229.05729855279998,255.7445976838,Green
27722.png,356.9150433375,364.0794039882,286.4867480082,308.5576009806,Green
27790.png,844.2613639158001,865.828664098,204.13472568650002,254.3924710653,Green
27790.png,797.5651910441001,813.1965370478,241.72910215099998,273.5853895761,Green
27790.png,647.7660446837999,661.8141038335,166.12261971639998,200.0540856627,Green
27790.png,558.5108722319001,573.3814802689,163.2683037516,205.80144071770002,Green
27790.png,223.47299315900003,238.3549282713,251.8080815556,292.3686498028,Green
27860.png,1034.6822250804,1073.6616575199,124.5327338494,205.657440957,Green
27860.png,666.1357024961,704.9458165268,0.07991745480000001,19.673373082,Green
27860.png,445.2009061833,482.2586573795,0.4567146784,34.2549141459,Green
28138.png,602.5925811164,604.6917528274,320.8890808872,325.91189953,Red
28208.png,895.832675594,908.2743038982001,192.0017528388,207.1388379759,Yellow
28208.png,456.3940639393,468.41426595949997,213.4170519461,226.4473549764,Yellow
28624.png,522.4693009192,528.3060957737999,307.890968578,318.85706800180003,Yellow
29974.png,578.59416102,583.082898089,292.3565357825,302.8620665855,off
29974.png,611.3159132541999,616.0558710619999,293.6692770953,303.2149804466,off
30044.png,563.7439475901999,568.294989413,278.89772477419996,289.5827794887,off
30044.png,603.1203529267,608.2650089003,279.8870816922,291.5614933247,off
30114.png,567.9209562289,573.132355267,269.0941672982,281.7910304093,off
30114.png,617.8583489509,623.3572751887999,268.8188151048,284.1196924145,Green
30114.png,651.8322007781,656.6085149462,274.355086035,287.0011868206,Green
30184.png,546.264134358,555.4345471083,252.57194562669997,272.5310792597,off
30184.png,615.8513840515,622.3246165811,257.4268700239,276.3071315687,Green
30184.png,663.8611919795,672.7732242718,264.9789746418,284.1937586743,Green
30184.png,815.4219721175999,823.1147253538,300.1344903409,318.1353112345,Green
30184.png,768.1714325316001,774.0511613819,316.2753041619,330.5179512632,Green
30184.png,929.7657448016,937.9681995742999,305.9355909047,322.9529455367,Red
30252.png,485.5030562779,496.9863098664,193.98770618,221.16473967279998,off
30252.png,592.6582414339,605.2815893339,197.3725532851,226.3786386052,Green
30252.png,668.4145118902,679.7945521018,208.7879045377,235.9015206027,Green
30252.png,831.9532377406,843.7149562863001,274.7629898734,302.6382244767,Green
30252.png,986.4541715114999,1011.6127747502001,222.2502287711,269.2278265919,Green
30322.png,1129.3375795907,1153.9338528827,193.12074705650002,251.6833025135,Green
30322.png,732.2834535925,767.3695592077,22.703710676799997,91.807526116,Green
30322.png,551.9107827851,583.5345627318,1.6211907123,67.2112528241,Green
30322.png,293.7923416456,323.9870962548,0.30605106,62.274370976899995,RedLeft
30530.png,489.0131606796,495.59851598050005,308.6699727053,321.80547449110003,Yellow
30530.png,514.5409181822,520.5090723005001,311.4260760244,320.7675346445,Red
30530.png,534.7807451922,544.9006586972,316.3562902961,328.5520834945,Green
30600.png,601.2725088765001,609.0570577265,279.4827193616,292.97593736830004,Red
30600.png,554.5652157764,561.8307947031,299.98203133330003,308.026065145,Yellow
30600.png,520.089268154,524.6403099768,299.9104244953,306.83592292139997,Yellow
30600.png,534.1381363895999,541.4593775829001,299.7125531117,306.83592292139997,Yellow
30600.png,478.51610070879997,485.7678761342,311.3869647442,323.5911721675,Red
30670.png,574.8820222823,582.6665711323001,299.2891220966,313.0418250649,Red
30670.png,530.2506088755999,538.8136126106,296.4347875183,309.4090356016,Red
30670.png,480.2570203176,490.4820295393,306.805748381,319.9521888089,Yellow
30670.png,625.3884505827,634.5858242930001,276.4873774014,288.337839682,Green
30738.png,651.8711398444,658.5968035613,271.52594787009997,286.0482655499,Green
30808.png,554.9354410016999,561.6712804302,297.285271419,310.9814782569,Yellow
30808.png,673.0532208996,681.6175196851,267.56918101680003,285.1369733974,Green
30808.png,735.0553460959,743.6183498309,300.38582566549996,314.65749855720003,Green
30808.png,748.371372494,751.7293373638,301.3653931835,310.0001599915,Green
30878.png,545.6187343315,550.0149973099,299.67094375060003,312.0972922918,Red
30878.png,675.3079077678,681.2233335601001,263.860838727,281.2235003828,Green
30878.png,759.0326542613001,763.1237248814999,296.1527135432,307.146338443,Green
30878.png,744.2992776041,748.8502206080001,299.8279272185,311.42254682189997,Green
30948.png,772.9424436633,782.4698010556,287.69147428220003,303.6728479725,Green
30948.png,758.0511733108999,767.0716744498,294.04389695189997,308.0168300887,Green
30948.png,682.1728402008999,692.6083219106,255.48567639720002,275.8260221026,Green
30948.png,543.5846813329,552.1709197717,293.3847552191,309.483952292,Red
30948.png,590.2723528442,595.9070718197,302.7759535116,312.0329918285,Red
30948.png,473.981899606,485.4165255861,281.6892031473,306.330016879,off
31016.png,537.5543415973,544.8378943914,299.7401916279,319.685604183,Red
31016.png,684.4305746041999,695.3078118110001,258.979170967,284.3819766611,Green
31016.png,763.8873733193,774.0430312850999,300.7969516528,318.78766116509996,Green
31016.png,782.3258000627001,792.3994377653,294.3050518001,311.022019902,Green
31086.png,685.5232298419,698.2281288435,251.43791736080001,275.7438533003,Green
31086.png,519.5298398382,527.6617811064,297.9780823745,317.9170597085,Red
31086.png,778.0929389921,789.0406880598,296.2449367685,316.4746393135,Green
31086.png,800.688808992,813.9325629286,288.6275554711,308.7115804238,Green
31156.png,830.5191502147001,843.5405133748,276.7486482703,301.5347156144,Green
31156.png,881.2292782705999,891.6786379911999,262.53658861599996,284.7393351154,Green
31156.png,710.3515134278,727.5622235558001,217.1258310409,250.3179148593,Green
31156.png,497.710966151,509.1816272944,282.3111476133,307.0450705634,Yellow
31156.png,612.3861312893,618.1107263411,303.42886908419996,314.4307401507,Yellow
31226.png,770.1299943478,794.0193453664,135.28263170120002,187.71244659090002,Green
31226.png,959.6668869342999,979.5025046556,229.9067538764,270.1017959162,Green
31226.png,1118.0553977784,1132.1731417831,185.2711662205,227.3209845679,Green
31226.png,446.92908981510004,462.9382720795,245.25430927259998,276.9006007975,RedLeft
31226.png,585.3791841557,590.1276056055,291.89796825400003,299.7378862398,Yellow
31226.png,618.705863172,624.2519145525,292.3872343066,300.4447175654,Red
31294.png,616.3602845694,622.8562195154,289.8393405751,301.8419675554,Yellow
31294.png,545.2622731225,550.8785612694,283.7770631965,296.3736968007,off
31294.png,289.5538596407,318.8401056519,171.9158446174,240.91188021669998,RedLeft
31294.png,578.917905851,585.1622497423999,289.834865933,301.9615627655,Red
31364.png,600.5743792640001,607.4636054093,277.4468510254,289.904422899,Red
31364.png,557.7162817484,564.2922541569001,277.3807217388,289.9183432295,Red
31364.png,516.4140282204,522.2784791536,267.5893080736,281.38801239,off
31434.png,491.15940680150004,499.26431737269996,253.8643518477,271.0782744365,off
31434.png,592.3655664017,599.7541458636,265.1120131088,282.3828364897,Green
31504.png,599.2613545698,606.9632179239,256.0863193102,272.4838348381,Green
31504.png,483.7429016194,492.20893157669997,240.7809850116,260.4341642023,off
31572.png,477.7745178361,486.5015339994,234.7960357922,255.5503080396,off
31572.png,544.5480206317,554.6936823199,248.47081743830003,268.4787223364,off
31902.png,531.3821038487,539.5946624082,264.77155026099996,284.1349658375,Red
31902.png,596.5896648680999,604.7593264854,264.3838459236,284.322284019,Green
31902.png,737.2292060601,747.9420534222,295.8607487402,320.3472569963,GreenStraight
31972.png,509.8108620854,518.3699722099,244.46144440740002,265.3794663394,Red
31972.png,586.1849683558,595.4527013026001,243.81141628810002,264.7028699679,Green
31972.png,757.8048949777001,767.2515495419,289.4435385929,308.4433210802,Green
31972.png,840.0014782512,849.8640365286999,276.6127021123,286.72072705380003,Green
31972.png,447.9182577959,453.2750859897,323.0626323655,335.7850993258,Red
31972.png,231.9299894716,242.73653221080002,311.9587020411,333.1271113093,RedLeft
32040.png,488.0525088576,500.2288227893,203.34650754490002,232.5910811842,RedLeft
32040.png,591.2647171312,604.6995752228,203.33936858090001,232.66050440290002,Green
32040.png,822.9314777689,835.1715948991999,270.716141299,295.1551279246,Green
32040.png,1016.9057065335,1031.9614289533001,232.39713405700002,250.1399597135,Green
32040.png,119.1598325252,130.99026921799998,288.9536506269,317.74403844430003,RedLeft
32110.png,391.4697323547,412.4022064173,116.872165599,164.5927085882,RedLeft
32110.png,558.6748692253,579.72240325,118.50320404920001,165.8005842375,Green
32110.png,936.1632639532,956.0286779444,227.9567180665,272.6517096177,Green
32804.png,507.9179503892,514.8252471953,285.8858744068,300.0951706935,off
32804.png,439.313622908,443.8669268728,296.8315096345,305.93811756400004,off
32874.png,554.7104437318,563.003919469,271.7383868447,285.67848436040003,Red
32874.png,472.5557106469,479.59558177059995,280.1251798921,292.6745153734,off
32944.png,612.2355120866,619.1958794961,257.2825456137,271.6523363944,Red
32944.png,711.9062061210001,717.5146602010001,292.1890774785,301.1050814005,Red
33014.png,816.3534213922001,825.0594875208,272.6360502221,288.06953108650004,Red
33014.png,738.2527468356,744.3289092594,288.5758687525,301.3677896446,Red
33014.png,626.9990066732,633.539837969,245.89692511119998,262.3976586075,Red
33082.png,261.75533435029996,274.2996108082,210.64326014,236.8722018247,off
33082.png,624.543878536,630.6742383344999,242.3576757241,257.9725312949,Red
33082.png,743.8324682546,749.9357307458,287.8828464573,300.393570943,Red
33082.png,836.3390395321001,844.8646798172999,267.2170693535,287.9421621311,Red
33082.png,49.420799808000005,57.1175019633,286.9231374721,306.1209286633,off
33082.png,543.2786607673,549.336397872,272.7200589693,288.7384532977,off
33994.png,620.0695566847,627.3256263137,245.1850044452,262.1158335794,Red
33994.png,744.9711287117,750.0159618736,292.1334844614,304.1490872723,Yellow
33994.png,503.45353483760005,509.7854191128,259.4043593449,274.83832726580005,off
34064.png,627.4471173737,636.093506972,241.94246785099998,254.6473668526,Red
35192.png,881.1188414331,895.7955836665,265.5292407823,294.3192068255,Green
35192.png,632.0350946655001,640.8071458937001,244.948805973,264.8924717299,Green
35192.png,764.9487037353999,773.5495287888001,295.3070539985,312.2541958306,Green
35192.png,541.630696593,548.9752993512001,279.256949276,295.908993991,Green
35192.png,505.18573672269997,511.5708145338,261.0393297976,279.0548222359,off
35192.png,198.68241861459998,212.7171136342,201.56175991419997,233.324490748,off
35262.png,526.4156345212999,533.8680389022,277.9169527548,294.92811168009996,Green
