bboxes,filepath,height,width
"[{'class': 'RedLeft', 'x1': 310, 'x2': 318, 'y1': 302, 'y2': 280}, {'class': 'Green', 'x1': 751, 'x2': 763, 'y1': 274, 'y2': 246}, {'class': 'Green', 'x1': 715, 'x2': 723, 'y1': 291, 'y2': 271}, {'class': 'Green', 'x1': 594, 'x2': 603, 'y1': 244, 'y2': 221}, {'class': 'RedLeft', 'x1': 517, 'x2': 525, 'y1': 241, 'y2': 220}]",27096.png,720,1280
"[{'class': 'Green', 'x1': 857, 'x2': 888, 'y1': 219, 'y2': 148}, {'class': 'Green', 'x1': 543, 'x2': 557, 'y1': 198, 'y2': 162}, {'class': 'RedLeft', 'x1': 419, 'x2': 433, 'y1': 195, 'y2': 159}, {'class': 'RedLeft', 'x1': 72, 'x2': 85, 'y1': 287, 'y2': 252}, {'class': 'Green', 'x1': 736, 'x2': 748, 'y1': 276, 'y2': 244}]",27166.png,720,1280
"[{'class': 'Green', 'x1': 444, 'x2': 480, 'y1': 10, 'y2': -62}, {'class': 'Green', 'x1': 156, 'x2': 190, 'y1': 10, 'y2': -61}, {'class': 'Green', 'x1': 911, 'x2': 944, 'y1': 191, 'y2': 109}]",27234.png,720,1280
"[{'class': 'Green', 'x1': 596, 'x2': 603, 'y1': 293, 'y2': 277}, {'class': 'Green', 'x1': 628, 'x2': 635, 'y1': 291, 'y2': 278}, {'class': 'Green', 'x1': 679, 'x2': 689, 'y1': 318, 'y2': 301}]",27582.png,720,1280
"[{'class': 'Green', 'x1': 632, 'x2': 641, 'y1': 274, 'y2': 256}, {'class': 'Green', 'x1': 701, 'x2': 713, 'y1': 307, 'y2': 287}, {'class': 'GreenLeft', 'x1': 591, 'x2': 601, 'y1': 277, 'y2': 255}, {'class': 'Green', 'x1': 432, 'x2': 440, 'y1': 309, 'y2': 296}]",27652.png,720,1280
"[{'class': 'Green', 'x1': 735, 'x2': 747, 'y1': 294, 'y2': 267}, {'class': 'Green', 'x1': 725, 'x2': 735, 'y1': 299, 'y2': 271}, {'class': 'Green', 'x1': 631, 'x2': 639, 'y1': 251, 'y2': 231}, {'class': 'Green', 'x1': 575, 'x2': 583, 'y1': 255, 'y2': 229}, {'class': 'Green', 'x1': 356, 'x2': 364, 'y1': 308, 'y2': 286}]",27722.png,720,1280
"[{'class': 'Green', 'x1': 844, 'x2': 865, 'y1': 254, 'y2': 204}, {'class': 'Green', 'x1': 797, 'x2': 813, 'y1': 273, 'y2': 241}, {'class': 'Green', 'x1': 647, 'x2': 661, 'y1': 200, 'y2': 166}, {'class': 'Green', 'x1': 558, 'x2': 573, 'y1': 205, 'y2': 163}, {'class': 'Green', 'x1': 223, 'x2': 238, 'y1': 292, 'y2': 251}]",27790.png,720,1280
"[{'class': 'Green', 'x1': 1034, 'x2': 1073, 'y1': 205, 'y2': 124}, {'class': 'Green', 'x1': 666, 'x2': 704, 'y1': 19, 'y2': 0}, {'class': 'Green', 'x1': 445, 'x2': 482, 'y1': 34, 'y2': 0}]",27860.png,720,1280
"[{'class': 'Red', 'x1': 602, 'x2': 604, 'y1': 325, 'y2': 320}]",28138.png,720,1280
"[{'class': 'Yellow', 'x1': 895, 'x2': 908, 'y1': 207, 'y2': 192}, {'class': 'Yellow', 'x1': 456, 'x2': 468, 'y1': 226, 'y2': 213}]",28208.png,720,1280
"[{'class': 'Yellow', 'x1': 522, 'x2': 528, 'y1': 318, 'y2': 307}]",28624.png,720,1280
"[{'class': 'off', 'x1': 578, 'x2': 583, 'y1': 302, 'y2': 292}, {'class': 'off', 'x1': 611, 'x2': 616, 'y1': 303, 'y2': 293}]",29974.png,720,1280
"[{'class': 'off', 'x1': 563, 'x2': 568, 'y1': 289, 'y2': 278}, {'class': 'off', 'x1': 603, 'x2': 608, 'y1': 291, 'y2': 279}]",30044.png,720,1280
"[{'class': 'off', 'x1': 567, 'x2': 573, 'y1': 281, 'y2': 269}, {'class': 'Green', 'x1': 617, 'x2': 623, 'y1': 284, 'y2': 268}, {'class': 'Green', 'x1': 651, 'x2': 656, 'y1': 287, 'y2': 274}]",30114.png,720,1280
"[{'class': 'off', 'x1': 546, 'x2': 555, 'y1': 272, 'y2': 252}, {'class': 'Green', 'x1': 615, 'x2': 622, 'y1': 276, 'y2': 257}, {'class': 'Green', 'x1': 663, 'x2': 672, 'y1': 284, 'y2': 264}, {'class': 'Green', 'x1': 815, 'x2': 823, 'y1': 318, 'y2': 300}, {'class': 'Green', 'x1': 768, 'x2': 774, 'y1': 330, 'y2': 316}, {'class': 'Red', 'x1': 929, 'x2': 937, 'y1': 322, 'y2': 305}]",30184.png,720,1280
"[{'class': 'off', 'x1': 485, 'x2': 496, 'y1': 221, 'y2': 193}, {'class': 'Green', 'x1': 592, 'x2': 605, 'y1': 226, 'y2': 197}, {'class': 'Green', 'x1': 668, 'x2': 679, 'y1': 235, 'y2': 208}, {'class': 'Green', 'x1': 831, 'x2': 843, 'y1': 302, 'y2': 274}, {'class': 'Green', 'x1': 986, 'x2': 1011, 'y1': 269, 'y2': 222}]",30252.png,720,1280
"[{'class': 'Green', 'x1': 1129, 'x2': 1153, 'y1': 251, 'y2': 193}, {'class': 'Green', 'x1': 732, 'x2': 767, 'y1': 91, 'y2': 22}, {'class': 'Green', 'x1': 551, 'x2': 583, 'y1': 67, 'y2': 1}, {'class': 'RedLeft', 'x1': 293, 'x2': 323, 'y1': 62, 'y2': 0}]",30322.png,720,1280
"[{'class': 'Yellow', 'x1': 489, 'x2': 495, 'y1': 321, 'y2': 308}, {'class': 'Red', 'x1': 514, 'x2': 520, 'y1': 320, 'y2': 311}, {'class': 'Green', 'x1': 534, 'x2': 544, 'y1': 328, 'y2': 316}]",30530.png,720,1280
"[{'class': 'Red', 'x1': 601, 'x2': 609, 'y1': 292, 'y2': 279}, {'class': 'Yellow', 'x1': 554, 'x2': 561, 'y1': 308, 'y2': 299}, {'class': 'Yellow', 'x1': 520, 'x2': 524, 'y1': 306, 'y2': 299}, {'class': 'Yellow', 'x1': 534, 'x2': 541, 'y1': 306, 'y2': 299}, {'class': 'Red', 'x1': 478, 'x2': 485, 'y1': 323, 'y2': 311}]",30600.png,720,1280
"[{'class': 'Red', 'x1': 574, 'x2': 582, 'y1': 313, 'y2': 299}, {'class': 'Red', 'x1': 530, 'x2': 538, 'y1': 309, 'y2': 296}, {'class': 'Yellow', 'x1': 480, 'x2': 490, 'y1': 319, 'y2': 306}, {'class': 'Green', 'x1': 625, 'x2': 634, 'y1': 288, 'y2': 276}]",30670.png,720,1280
"[{'class': 'Green', 'x1': 651, 'x2': 658, 'y1': 286, 'y2': 271}]",30738.png,720,1280
"[{'class': 'Yellow', 'x1': 554, 'x2': 561, 'y1': 310, 'y2': 297}, {'class': 'Green', 'x1': 673, 'x2': 681, 'y1': 285, 'y2': 267}, {'class': 'Green', 'x1': 735, 'x2': 743, 'y1': 314, 'y2': 300}, {'class': 'Green', 'x1': 748, 'x2': 751, 'y1': 310, 'y2': 301}]",30808.png,720,1280
"[{'class': 'Red', 'x1': 545, 'x2': 550, 'y1': 312, 'y2': 299}, {'class': 'Green', 'x1': 675, 'x2': 681, 'y1': 281, 'y2': 263}, {'class': 'Green', 'x1': 759, 'x2': 763, 'y1': 307, 'y2': 296}, {'class': 'Green', 'x1': 744, 'x2': 748, 'y1': 311, 'y2': 299}]",30878.png,720,1280
"[{'class': 'Green', 'x1': 772, 'x2': 782, 'y1': 303, 'y2': 287}, {'class': 'Green', 'x1': 758, 'x2': 767, 'y1': 308, 'y2': 294}, {'class': 'Green', 'x1': 682, 'x2': 692, 'y1': 275, 'y2': 255}, {'class': 'Red', 'x1': 543, 'x2': 552, 'y1': 309, 'y2': 293}, {'class': 'Red', 'x1': 590, 'x2': 595, 'y1': 312, 'y2': 302}, {'class': 'off', 'x1': 473, 'x2': 485, 'y1': 306, 'y2': 281}]",30948.png,720,1280
"[{'class': 'Red', 'x1': 537, 'x2': 544, 'y1': 319, 'y2': 299}, {'class': 'Green', 'x1': 684, 'x2': 695, 'y1': 284, 'y2': 258}, {'class': 'Green', 'x1': 763, 'x2': 774, 'y1': 318, 'y2': 300}, {'class': 'Green', 'x1': 782, 'x2': 792, 'y1': 311, 'y2': 294}]",31016.png,720,1280
"[{'class': 'Green', 'x1': 685, 'x2': 698, 'y1': 275, 'y2': 251}, {'class': 'Red', 'x1': 519, 'x2': 527, 'y1': 317, 'y2': 297}, {'class': 'Green', 'x1': 778, 'x2': 789, 'y1': 316, 'y2': 296}, {'class': 'Green', 'x1': 800, 'x2': 813, 'y1': 308, 'y2': 288}]",31086.png,720,1280
"[{'class': 'Green', 'x1': 830, 'x2': 843, 'y1': 301, 'y2': 276}, {'class': 'Green', 'x1': 881, 'x2': 891, 'y1': 284, 'y2': 262}, {'class': 'Green', 'x1': 710, 'x2': 727, 'y1': 250, 'y2': 217}, {'class': 'Yellow', 'x1': 497, 'x2': 509, 'y1': 307, 'y2': 282}, {'class': 'Yellow', 'x1': 612, 'x2': 618, 'y1': 314, 'y2': 303}]",31156.png,720,1280
"[{'class': 'Green', 'x1': 770, 'x2': 794, 'y1': 187, 'y2': 135}, {'class': 'Green', 'x1': 959, 'x2': 979, 'y1': 270, 'y2': 229}, {'class': 'Green', 'x1': 1118, 'x2': 1132, 'y1': 227, 'y2': 185}, {'class': 'RedLeft', 'x1': 446, 'x2': 462, 'y1': 276, 'y2': 245}, {'class': 'Yellow', 'x1': 585, 'x2': 590, 'y1': 299, 'y2': 291}, {'class': 'Red', 'x1': 618, 'x2': 624, 'y1': 300, 'y2': 292}]",31226.png,720,1280
"[{'class': 'Yellow', 'x1': 616, 'x2': 622, 'y1': 301, 'y2': 289}, {'class': 'off', 'x1': 545, 'x2': 550, 'y1': 296, 'y2': 283}, {'class': 'RedLeft', 'x1': 289, 'x2': 318, 'y1': 240, 'y2': 171}, {'class': 'Red', 'x1': 578, 'x2': 585, 'y1': 301, 'y2': 289}]",31294.png,720,1280
"[{'class': 'Red', 'x1': 600, 'x2': 607, 'y1': 289, 'y2': 277}, {'class': 'Red', 'x1': 557, 'x2': 564, 'y1': 289, 'y2': 277}, {'class': 'off', 'x1': 516, 'x2': 522, 'y1': 281, 'y2': 267}]",31364.png,720,1280
"[{'class': 'off', 'x1': 491, 'x2': 499, 'y1': 271, 'y2': 253}, {'class': 'Green', 'x1': 592, 'x2': 599, 'y1': 282, 'y2': 265}]",31434.png,720,1280
"[{'class': 'Green', 'x1': 599, 'x2': 606, 'y1': 272, 'y2': 256}, {'class': 'off', 'x1': 483, 'x2': 492, 'y1': 260, 'y2': 240}]",31504.png,720,1280
"[{'class': 'off', 'x1': 477, 'x2': 486, 'y1': 255, 'y2': 234}, {'class': 'off', 'x1': 544, 'x2': 554, 'y1': 268, 'y2': 248}]",31572.png,720,1280
"[{'class': 'Red', 'x1': 531, 'x2': 539, 'y1': 284, 'y2': 264}, {'class': 'Green', 'x1': 596, 'x2': 604, 'y1': 284, 'y2': 264}, {'class': 'GreenStraight', 'x1': 737, 'x2': 747, 'y1': 320, 'y2': 295}]",31902.png,720,1280
"[{'class': 'Red', 'x1': 509, 'x2': 518, 'y1': 265, 'y2': 244}, {'class': 'Green', 'x1': 586, 'x2': 595, 'y1': 264, 'y2': 243}, {'class': 'Green', 'x1': 757, 'x2': 767, 'y1': 308, 'y2': 289}, {'class': 'Green', 'x1': 840, 'x2': 849, 'y1': 286, 'y2': 276}, {'class': 'Red', 'x1': 447, 'x2': 453, 'y1': 335, 'y2': 323}, {'class': 'RedLeft', 'x1': 231, 'x2': 242, 'y1': 333, 'y2': 311}]",31972.png,720,1280
"[{'class': 'RedLeft', 'x1': 488, 'x2': 500, 'y1': 232, 'y2': 203}, {'class': 'Green', 'x1': 591, 'x2': 604, 'y1': 232, 'y2': 203}, {'class': 'Green', 'x1': 822, 'x2': 835, 'y1': 295, 'y2': 270}, {'class': 'Green', 'x1': 1016, 'x2': 1031, 'y1': 250, 'y2': 232}, {'class': 'RedLeft', 'x1': 119, 'x2': 130, 'y1': 317, 'y2': 288}]",32040.png,720,1280
"[{'class': 'RedLeft', 'x1': 391, 'x2': 412, 'y1': 164, 'y2': 116}, {'class': 'Green', 'x1': 558, 'x2': 579, 'y1': 165, 'y2': 118}, {'class': 'Green', 'x1': 936, 'x2': 956, 'y1': 272, 'y2': 227}]",32110.png,720,1280
"[{'class': 'off', 'x1': 507, 'x2': 514, 'y1': 300, 'y2': 285}, {'class': 'off', 'x1': 439, 'x2': 443, 'y1': 305, 'y2': 296}]",32804.png,720,1280
"[{'class': 'Red', 'x1': 554, 'x2': 563, 'y1': 285, 'y2': 271}, {'class': 'off', 'x1': 472, 'x2': 479, 'y1': 292, 'y2': 280}]",32874.png,720,1280
"[{'class': 'Red', 'x1': 612, 'x2': 619, 'y1': 271, 'y2': 257}, {'class': 'Red', 'x1': 711, 'x2': 717, 'y1': 301, 'y2': 292}]",32944.png,720,1280
"[{'class': 'Red', 'x1': 816, 'x2': 825, 'y1': 288, 'y2': 272}, {'class': 'Red', 'x1': 738, 'x2': 744, 'y1': 301, 'y2': 288}, {'class': 'Red', 'x1': 626, 'x2': 633, 'y1': 262, 'y2': 245}]",33014.png,720,1280
"[{'class': 'off', 'x1': 261, 'x2': 274, 'y1': 236, 'y2': 210}, {'class': 'Red', 'x1': 624, 'x2': 630, 'y1': 257, 'y2': 242}, {'class': 'Red', 'x1': 743, 'x2': 749, 'y1': 300, 'y2': 287}, {'class': 'Red', 'x1': 836, 'x2': 844, 'y1': 287, 'y2': 267}, {'class': 'off', 'x1': 49, 'x2': 57, 'y1': 306, 'y2': 286}, {'class': 'off', 'x1': 543, 'x2': 549, 'y1': 288, 'y2': 272}]",33082.png,720,1280
"[{'class': 'Red', 'x1': 620, 'x2': 627, 'y1': 262, 'y2': 245}, {'class': 'Yellow', 'x1': 744, 'x2': 750, 'y1': 304, 'y2': 292}, {'class': 'off', 'x1': 503, 'x2': 509, 'y1': 274, 'y2': 259}]",33994.png,720,1280
"[{'class': 'Red', 'x1': 627, 'x2': 636, 'y1': 254, 'y2': 241}]",34064.png,720,1280
"[{'class': 'Green', 'x1': 881, 'x2': 895, 'y1': 294, 'y2': 265}, {'class': 'Green', 'x1': 632, 'x2': 640, 'y1': 264, 'y2': 244}, {'class': 'Green', 'x1': 764, 'x2': 773, 'y1': 312, 'y2': 295}, {'class': 'Green', 'x1': 541, 'x2': 548, 'y1': 295, 'y2': 279}, {'class': 'off', 'x1': 505, 'x2': 511, 'y1': 279, 'y2': 261}, {'class': 'off', 'x1': 198, 'x2': 212, 'y1': 233, 'y2': 201}]",35192.png,720,1280
"[{'class': 'Green', 'x1': 526, 'x2': 533, 'y1': 294, 'y2': 277}, {'class': 'Green', 'x1': 628, 'x2': 637, 'y1': 262, 'y2': 240}, {'class': 'Green', 'x1': 778, 'x2': 786, 'y1': 315, 'y2': 298}, {'class': 'Green', 'x1': 937, 'x2': 954, 'y1': 290, 'y2': 258}]",35262.png,720,1280
"[{'class': 'Green', 'x1': 615, 'x2': 628, 'y1': 231, 'y2': 203}, {'class': 'off', 'x1': 430, 'x2': 439, 'y1': 250, 'y2': 228}, {'class': 'Green', 'x1': 1143, 'x2': 1173, 'y1': 249, 'y2': 191}, {'class': 'Green', 'x1': 813, 'x2': 822, 'y1': 298, 'y2': 279}, {'class': 'off', 'x1': 483, 'x2': 493, 'y1': 277, 'y2': 251}]",35332.png,720,1280
"[{'class': 'Green', 'x1': 612, 'x2': 633, 'y1': 170, 'y2': 125}, {'class': 'Green', 'x1': 917, 'x2': 933, 'y1': 276, 'y2': 237}, {'class': 'off', 'x1': 326, 'x2': 342, 'y1': 202, 'y2': 162}, {'class': 'off', 'x1': 408, 'x2': 426, 'y1': 239, 'y2': 200}]",35400.png,720,1280
"[{'class': 'off', 'x1': 138, 'x2': 176, 'y1': 116, 'y2': 29}]",35470.png,720,1280
"[{'class': 'off', 'x1': 614, 'x2': 618, 'y1': 307, 'y2': 301}]",35818.png,720,1280
"[{'class': 'off', 'x1': 510, 'x2': 516, 'y1': 299, 'y2': 288}, {'class': 'Green', 'x1': 611, 'x2': 618, 'y1': 303, 'y2': 292}]",35888.png,720,1280
"[{'class': 'off', 'x1': 486, 'x2': 492, 'y1': 291, 'y2': 277}, {'class': 'off', 'x1': 611, 'x2': 615, 'y1': 292, 'y2': 282}, {'class': 'Green', 'x1': 639, 'x2': 645, 'y1': 295, 'y2': 283}]",35956.png,720,1280
"[{'class': 'off', 'x1': 498, 'x2': 505, 'y1': 274, 'y2': 257}, {'class': 'Green', 'x1': 602, 'x2': 607, 'y1': 282, 'y2': 268}, {'class': 'Green', 'x1': 637, 'x2': 643, 'y1': 284, 'y2': 270}, {'class': 'Green', 'x1': 720, 'x2': 726, 'y1': 313, 'y2': 300}, {'class': 'Green', 'x1': 749, 'x2': 756, 'y1': 307, 'y2': 301}, {'class': 'Red', 'x1': 555, 'x2': 561, 'y1': 281, 'y2': 267}]",36026.png,720,1280
"[{'class': 'off', 'x1': 443, 'x2': 453, 'y1': 250, 'y2': 227}, {'class': 'Green', 'x1': 593, 'x2': 601, 'y1': 267, 'y2': 249}, {'class': 'Green', 'x1': 641, 'x2': 649, 'y1': 270, 'y2': 252}, {'class': 'Green', 'x1': 748, 'x2': 755, 'y1': 308, 'y2': 290}, {'class': 'Green', 'x1': 794, 'x2': 806, 'y1': 299, 'y2': 287}, {'class': 'Yellow', 'x1': 533, 'x2': 540, 'y1': 264, 'y2': 249}]",36096.png,720,1280
"[{'class': 'Green', 'x1': 581, 'x2': 592, 'y1': 239, 'y2': 212}, {'class': 'Green', 'x1': 652, 'x2': 661, 'y1': 242, 'y2': 216}, {'class': 'Green', 'x1': 806, 'x2': 816, 'y1': 299, 'y2': 274}, {'class': 'Green', 'x1': 905, 'x2': 922, 'y1': 279, 'y2': 264}, {'class': 'Yellow', 'x1': 495, 'x2': 504, 'y1': 231, 'y2': 212}, {'class': 'Red', 'x1': 168, 'x2': 179, 'y1': 316, 'y2': 293}]",36166.png,720,1280
"[{'class': 'RedLeft', 'x1': 396, 'x2': 415, 'y1': 165, 'y2': 122}, {'class': 'Green', 'x1': 551, 'x2': 571, 'y1': 169, 'y2': 124}, {'class': 'Green', 'x1': 674, 'x2': 694, 'y1': 176, 'y2': 130}, {'class': 'Green', 'x1': 946, 'x2': 964, 'y1': 275, 'y2': 232}]",36234.png,720,1280
"[{'class': 'off', 'x1': 562, 'x2': 566, 'y1': 294, 'y2': 284}]",36304.png,720,1280
"[{'class': 'off', 'x1': 608, 'x2': 614, 'y1': 280, 'y2': 266}]",36374.png,720,1280
"[{'class': 'Green', 'x1': 639, 'x2': 646, 'y1': 260, 'y2': 244}, {'class': 'off', 'x1': 465, 'x2': 475, 'y1': 301, 'y2': 279}, {'class': 'Green', 'x1': 760, 'x2': 766, 'y1': 303, 'y2': 291}, {'class': 'Red', 'x1': 465, 'x2': 476, 'y1': 329, 'y2': 308}]",36442.png,720,1280
"[{'class': 'Green', 'x1': 821, 'x2': 830, 'y1': 289, 'y2': 269}, {'class': 'Green', 'x1': 898, 'x2': 908, 'y1': 269, 'y2': 255}, {'class': 'Green', 'x1': 644, 'x2': 655, 'y1': 224, 'y2': 199}, {'class': 'RedLeft', 'x1': 345, 'x2': 358, 'y1': 317, 'y2': 289}, {'class': 'off', 'x1': 627, 'x2': 631, 'y1': 298, 'y2': 290}]",36512.png,720,1280
"[{'class': 'Green', 'x1': 642, 'x2': 664, 'y1': 148, 'y2': 99}, {'class': 'Green', 'x1': 976, 'x2': 988, 'y1': 269, 'y2': 238}, {'class': 'off', 'x1': 617, 'x2': 621, 'y1': 302, 'y2': 294}, {'class': 'off', 'x1': 414, 'x2': 430, 'y1': 273, 'y2': 233}]",36582.png,720,1280
"[{'class': 'off', 'x1': 579, 'x2': 586, 'y1': 299, 'y2': 286}, {'class': 'off', 'x1': 625, 'x2': 632, 'y1': 299, 'y2': 288}, {'class': 'off', 'x1': 562, 'x2': 568, 'y1': 297, 'y2': 285}]",36652.png,720,1280
"[{'class': 'Yellow', 'x1': 570, 'x2': 576, 'y1': 290, 'y2': 278}, {'class': 'off', 'x1': 626, 'x2': 632, 'y1': 292, 'y2': 278}]",36720.png,720,1280
"[{'class': 'Green', 'x1': 615, 'x2': 622, 'y1': 278, 'y2': 261}, {'class': 'Yellow', 'x1': 542, 'x2': 549, 'y1': 276, 'y2': 261}]",36790.png,720,1280
"[{'class': 'Green', 'x1': 616, 'x2': 626, 'y1': 250, 'y2': 225}, {'class': 'RedLeft', 'x1': 507, 'x2': 517, 'y1': 250, 'y2': 226}, {'class': 'Green', 'x1': 814, 'x2': 823, 'y1': 306, 'y2': 288}, {'class': 'Green', 'x1': 852, 'x2': 859, 'y1': 296, 'y2': 286}]",36860.png,720,1280
"[{'class': 'RedLeft', 'x1': 400, 'x2': 419, 'y1': 172, 'y2': 127}, {'class': 'Green', 'x1': 603, 'x2': 624, 'y1': 172, 'y2': 127}, {'class': 'Green', 'x1': 970, 'x2': 990, 'y1': 279, 'y2': 239}, {'class': 'Green', 'x1': 1122, 'x2': 1150, 'y1': 248, 'y2': 192}]",36930.png,720,1280
"[{'class': 'Green', 'x1': 626, 'x2': 630, 'y1': 289, 'y2': 278}]",37276.png,720,1280
"[{'class': 'Green', 'x1': 619, 'x2': 626, 'y1': 281, 'y2': 265}, {'class': 'Green', 'x1': 738, 'x2': 745, 'y1': 306, 'y2': 292}]",37346.png,720,1280
"[{'class': 'Green', 'x1': 617, 'x2': 626, 'y1': 258, 'y2': 237}, {'class': 'Green', 'x1': 805, 'x2': 818, 'y1': 294, 'y2': 270}, {'class': 'Green', 'x1': 751, 'x2': 760, 'y1': 307, 'y2': 286}, {'class': 'off', 'x1': 622, 'x2': 628, 'y1': 299, 'y2': 289}]",37416.png,720,1280
"[{'class': 'Green', 'x1': 612, 'x2': 625, 'y1': 215, 'y2': 182}, {'class': 'Green', 'x1': 1079, 'x2': 1104, 'y1': 246, 'y2': 191}, {'class': 'Red', 'x1': 167, 'x2': 182, 'y1': 325, 'y2': 280}, {'class': 'Green', 'x1': 837, 'x2': 850, 'y1': 293, 'y2': 265}]",37486.png,720,1280
"[{'class': 'Yellow', 'x1': 609, 'x2': 615, 'y1': 284, 'y2': 271}, {'class': 'off', 'x1': 526, 'x2': 531, 'y1': 294, 'y2': 281}, {'class': 'Red', 'x1': 465, 'x2': 472, 'y1': 330, 'y2': 315}, {'class': 'Green', 'x1': 1198, 'x2': 1237, 'y1': 219, 'y2': 133}]",37554.png,720,1280
"[{'class': 'Yellow', 'x1': 760, 'x2': 770, 'y1': 305, 'y2': 286}, {'class': 'Yellow', 'x1': 730, 'x2': 739, 'y1': 313, 'y2': 292}, {'class': 'RedLeft', 'x1': 611, 'x2': 618, 'y1': 267, 'y2': 250}, {'class': 'off', 'x1': 306, 'x2': 318, 'y1': 251, 'y2': 224}, {'class': 'off', 'x1': 531, 'x2': 537, 'y1': 297, 'y2': 283}, {'class': 'off', 'x1': 504, 'x2': 510, 'y1': 281, 'y2': 266}, {'class': 'Red', 'x1': 407, 'x2': 415, 'y1': 324, 'y2': 308}]",37624.png,720,1280
"[{'class': 'Red', 'x1': 780, 'x2': 790, 'y1': 301, 'y2': 278}, {'class': 'Red', 'x1': 841, 'x2': 855, 'y1': 288, 'y2': 260}, {'class': 'off', 'x1': 622, 'x2': 632, 'y1': 238, 'y2': 217}, {'class': 'off', 'x1': 516, 'x2': 525, 'y1': 282, 'y2': 262}, {'class': 'off', 'x1': 481, 'x2': 489, 'y1': 257, 'y2': 240}, {'class': 'RedLeft', 'x1': 314, 'x2': 326, 'y1': 316, 'y2': 291}]",37694.png,720,1280
"[{'class': 'Red', 'x1': 617, 'x2': 631, 'y1': 216, 'y2': 184}, {'class': 'Red', 'x1': 942, 'x2': 968, 'y1': 271, 'y2': 226}, {'class': 'Red', 'x1': 827, 'x2': 839, 'y1': 295, 'y2': 265}, {'class': 'off', 'x1': 438, 'x2': 447, 'y1': 242, 'y2': 216}, {'class': 'off', 'x1': 481, 'x2': 493, 'y1': 272, 'y2': 246}, {'class': 'off', 'x1': 148, 'x2': 169, 'y1': 260, 'y2': 211}]",37762.png,720,1280
"[{'class': 'Red', 'x1': 1116, 'x2': 1152, 'y1': 258, 'y2': 175}, {'class': 'Red', 'x1': 885, 'x2': 901, 'y1': 286, 'y2': 251}, {'class': 'Red', 'x1': 615, 'x2': 633, 'y1': 185, 'y2': 145}, {'class': 'off', 'x1': 388, 'x2': 401, 'y1': 219, 'y2': 188}, {'class': 'off', 'x1': 445, 'x2': 459, 'y1': 257, 'y2': 223}]",37832.png,720,1280
"[{'class': 'Red', 'x1': 619, 'x2': 640, 'y1': 147, 'y2': 98}, {'class': 'Red', 'x1': 949, 'x2': 969, 'y1': 262, 'y2': 224}, {'class': 'off', 'x1': 348, 'x2': 365, 'y1': 196, 'y2': 158}, {'class': 'off', 'x1': 416, 'x2': 433, 'y1': 240, 'y2': 200}]",37902.png,720,1280
"[{'class': 'Red', 'x1': 617, 'x2': 643, 'y1': 132, 'y2': 79}, {'class': 'off', 'x1': 320, 'x2': 339, 'y1': 192, 'y2': 149}, {'class': 'off', 'x1': 985, 'x2': 1010, 'y1': 259, 'y2': 219}, {'class': 'off', 'x1': 964, 'x2': 981, 'y1': 256, 'y2': 218}]",37972.png,720,1280
"[{'class': 'Green', 'x1': 618, 'x2': 643, 'y1': 124, 'y2': 64}, {'class': 'GreenLeft', 'x1': 383, 'x2': 400, 'y1': 238, 'y2': 193}, {'class': 'GreenLeft', 'x1': 302, 'x2': 321, 'y1': 188, 'y2': 142}, {'class': 'Green', 'x1': 1011, 'x2': 1032, 'y1': 262, 'y2': 214}]",39744.png,720,1280
"[{'class': 'Green', 'x1': 1147, 'x2': 1183, 'y1': 256, 'y2': 188}, {'class': 'Green', 'x1': 620, 'x2': 655, 'y1': 52, 'y2': -1}, {'class': 'GreenLeft', 'x1': 309, 'x2': 334, 'y1': 209, 'y2': 149}, {'class': 'off', 'x1': 207, 'x2': 233, 'y1': 143, 'y2': 83}]",39814.png,720,1280
"[{'class': 'Green', 'x1': 611, 'x2': 616, 'y1': 302, 'y2': 293}, {'class': 'Green', 'x1': 636, 'x2': 640, 'y1': 305, 'y2': 297}, {'class': 'Green', 'x1': 681, 'x2': 686, 'y1': 323, 'y2': 315}]",40232.png,720,1280
"[{'class': 'Red', 'x1': 581, 'x2': 585, 'y1': 292, 'y2': 281}, {'class': 'Green', 'x1': 616, 'x2': 622, 'y1': 295, 'y2': 283}, {'class': 'Green', 'x1': 645, 'x2': 650, 'y1': 300, 'y2': 290}, {'class': 'Green', 'x1': 701, 'x2': 704, 'y1': 321, 'y2': 315}]",40300.png,720,1280
"[{'class': 'GreenStraight', 'x1': 754, 'x2': 763, 'y1': 310, 'y2': 292}, {'class': 'Green', 'x1': 717, 'x2': 724, 'y1': 315, 'y2': 302}, {'class': 'Green', 'x1': 650, 'x2': 655, 'y1': 287, 'y2': 274}, {'class': 'Green', 'x1': 612, 'x2': 619, 'y1': 282, 'y2': 268}, {'class': 'Red', 'x1': 568, 'x2': 574, 'y1': 279, 'y2': 266}]",40370.png,720,1280
"[{'class': 'Yellow', 'x1': 300, 'x2': 306, 'y1': 308, 'y2': 301}, {'class': 'Red', 'x1': 537, 'x2': 546, 'y1': 263, 'y2': 246}, {'class': 'Green', 'x1': 598, 'x2': 607, 'y1': 265, 'y2': 247}, {'class': 'Green', 'x1': 649, 'x2': 657, 'y1': 273, 'y2': 257}, {'class': 'Green', 'x1': 743, 'x2': 751, 'y1': 310, 'y2': 292}, {'class': 'Green', 'x1': 808, 'x2': 821, 'y1': 296, 'y2': 272}]",40440.png,720,1280
